start_node,end_species,loss_summary,first_loss_after_node,gd_count,tree_gd_IDs,gene1_IDs,gene2_IDs,path_string,end_copy_number,S28,S27,S26,S25,S24,S23,S22,S21,S20,S19,S18,S17,S16,S15,S14,S13,S12,S11,S10,S9,S8,S7,S6,S5,S4,S3,S2,S1,S0,DUN,CHL,MAR,CER,GIN,AMB,NYM,BRA,ORY,ASP,CIN,LIR,AQU,COF,SOL,MIM,HEL,ACT,VIT,POP,ARA,PRU,CUC,PHA,GLY,MED,ARH,ARI,ARD,CEC
S19,COF,Lost after S6,S6,3,OG0001259_162-89;OG0001277_161-113;OG0004494_64-236,COF_0002339,COF_0014279;COF_0011449,S19(2)->S7(2)->S6(2)->S5(1)->S4(1)->COF(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S19,COF,Lost after S5,S5,2,OG0000637_252-29;OG0001311_158-164,NA,COF_0014531;COF_0020191,S19(2)->S7(2)->S6(2)->S5(2)->S4(1)->COF(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S19,COF,Lost after S4,S4,2,OG0000633_253-23;OG0000648_249-32,NA,COF_0009442;COF_0011485,S19(2)->S7(2)->S6(2)->S5(2)->S4(2)->COF(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S19,COF,No duplicate lost,NA,10,OG0000633_253-22;OG0000648_249-34;OG0000651_249-37;OG0000652_249-46;OG0000657_248-52;OG0000667_246-79;OG0001272_161-109;OG0001294_159-127;OG0001307_159-152;OG0001318_157-171,COF_0009442;COF_0004786;COF_0020148;COF_0006412;COF_0000785;COF_0014813;COF_0022102;COF_0003037;COF_0024959;COF_0005365,COF_0009443;COF_0011914;COF_0011493;COF_0001258;COF_0015305;COF_0006313;COF_0017526;COF_0018395;COF_0014926;COF_0011831,S19(2)->S7(2)->S6(2)->S5(2)->S4(2)->COF(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S5,COF,No duplicate lost,NA,1,OG0000652_249-43,COF_0002083,COF_0009776,S5(2)->S4(2)->COF(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S28,CUC,Lost after S28,S28,2,OG0000665_247-78;OG0004491_64-234,NA,CUC_0009907;CUC_0020331,S28(2)->S27(1)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1),1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S28,CUC,Lost after S27,S27,1,OG0001267_162-102,NA,CUC_0020683,S28(2)->S27(2)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1),1,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S27,CUC,Lost after S26,S26,1,OG0000652_249-50,NA,CUC_0014014,S27(2)->S26(2)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1),1,NA,2,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S27,CUC,Lost after S25,S25,2,OG0001259_162-90;OG0002498_99-203,NA,CUC_0020998;CUC_0020372,S27(2)->S26(2)->S25(2)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1),1,NA,2,2,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S27,CUC,Lost after S24,S24,1,OG0001267_162-101,NA,CUC_0020683,S27(2)->S26(2)->S25(2)->S24(2)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1),1,NA,2,2,2,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S27,CUC,Lost after S9,S9,2,OG0002437_101-178;OG0002522_99-214,CUC_0008956;CUC_0011726,NA,S27(2)->S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(1),1,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S27,CUC,No duplicate lost,NA,5,OG0000652_249-49;OG0000667_246-84;OG0001289_160-124;OG0001289_160-125;OG0002523_99-216,CUC_0014014;CUC_0004041;CUC_0016450;CUC_0012152;CUC_0030218,CUC_0023574;CUC_0007463;CUC_0005089;CUC_0016450;CUC_0025237,S27(2)->S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(2),2,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
S26,CUC,Lost after S19,S19,1,OG0001266_162-96,NA,CUC_0000954,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1),1,NA,NA,2,2,2,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S26,CUC,Lost after S9,S9,1,OG0001266_162-97,NA,CUC_0000954,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(1),1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S26,CUC,No duplicate lost,NA,1,OG0002471_100-196,CUC_0023404,CUC_0005644,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(2),2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
S25,CUC,Lost after S23,S23,3,OG0002440_101-179;OG0002522_99-213;OG0004494_64-237,NA,CUC_0020237;CUC_0011726;CUC_0008512,S25(2)->S24(2)->S23(2)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1),1,NA,NA,NA,2,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S25,CUC,Lost after S21,S21,1,OG0001318_157-172,NA,CUC_0011014,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1),1,NA,NA,NA,2,2,2,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S25,CUC,Lost after S19,S19,1,OG0000657_248-55,NA,CUC_0017061,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1),1,NA,NA,NA,2,2,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S25,CUC,Lost after S9,S9,2,OG0000658_248-66;OG0001297_159-145,CUC_0018761,CUC_0005778,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(1),1,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S25,CUC,No duplicate lost,NA,11,OG0000631_253-19;OG0000633_253-24;OG0000657_248-54;OG0000657_248-56;OG0001270_161-104;OG0001277_161-115;OG0001280_161-119;OG0001319_157-175;OG0002462_100-186;OG0002506_99-204;OG0002508_99-206,CUC_0016444;CUC_0026829;CUC_0017061;CUC_0015983;CUC_0014799;CUC_0016188;CUC_0015811;CUC_0006690;CUC_0013174;CUC_0001525;CUC_0006412,CUC_0007200;CUC_0008156;CUC_0018832;CUC_0017061;CUC_0025216;CUC_0026295;CUC_0015810;CUC_0028537;CUC_0016097;CUC_0005568;CUC_0019559,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(2),2,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
S24,CUC,Lost after S21,S21,1,OG0000665_247-68,CUC_0019841,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1),1,NA,NA,NA,NA,2,2,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S24,CUC,Lost after S20,S20,1,OG0001277_161-114,NA,CUC_0026295,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1),1,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S24,CUC,Lost after S16,S16,1,OG0001307_159-154,NA,CUC_0014011,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(1)->CUC(1),1,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S24,CUC,Lost after S9,S9,2,OG0001317_157-167;OG0002511_99-208,CUC_0011261,CUC_0003194,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(1),1,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S24,CUC,No duplicate lost,NA,6,OG0000631_253-18;OG0000637_252-30;OG0000667_246-83;OG0001294_159-129;OG0001299_159-148;OG0001309_158-158,CUC_0002436;CUC_0006390;CUC_0028564;CUC_0006110;CUC_0010998;CUC_0021772,CUC_0007200;CUC_0001867;CUC_0009932;CUC_0015153;CUC_0022996;CUC_0026334,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(2),2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
S22,CUC,Lost after S22,S22,1,OG0001299_159-147,CUC_0010998,NA,S22(2)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1),1,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S22,CUC,Lost after S21,S21,1,OG0000637_252-25,CUC_0012859,NA,S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1),1,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S20,CUC,No duplicate lost,NA,3,OG0000658_248-62;OG0000665_247-77;OG0001307_159-153,CUC_0022537;CUC_0009907;CUC_0014011,CUC_0026311;CUC_0002392;CUC_0014682,S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(2),2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
S19,CUC,Lost after S19,S19,1,OG0000633_253-22,NA,NA,S19(2)->S18(1)->S17(1)->S16(0)->S9(0)->CUC(0),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
S19,CUC,Lost after S16,S16,3,OG0000637_252-29;OG0000648_249-34;OG0001278_161-117,NA,CUC_0001867;CUC_0009699;CUC_0002589,S19(2)->S18(2)->S17(2)->S16(2)->S9(1)->CUC(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S19,CUC,Lost after S9,S9,5,OG0000633_253-23;OG0000652_249-46;OG0000667_246-79;OG0001277_161-113;OG0001311_158-164,CUC_0014014;CUC_0004041,CUC_0014137;CUC_0026295;CUC_0030076,S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
S19,CUC,Lost after S9,S9,1,OG0001294_159-127,NA,NA,S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(0),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
S19,CUC,No duplicate lost,NA,9,OG0000648_249-32;OG0000651_249-37;OG0000657_248-52;OG0000658_248-63;OG0001259_162-89;OG0001272_161-109;OG0001307_159-152;OG0001318_157-171;OG0004494_64-236,CUC_0013500;CUC_0013505;CUC_0005462;CUC_0005163;CUC_0005446;CUC_0026402;CUC_0029055;CUC_0026794;CUC_0029877,CUC_0027798;CUC_0021647;CUC_0018832;CUC_0018761;CUC_0020998;CUC_0007309;CUC_0014682;CUC_0011095;CUC_0008512,S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
S28,DUN,Lost after S0,S0,1,OG0001267_162-102,NA,DUN_0007879,S28(2)->S0(2)->DUN(1),1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S28,DUN,No duplicate lost,NA,2,OG0000665_247-78;OG0004491_64-234,DUN_0002166;DUN_0009923,DUN_0000145;DUN_0008762,S28(2)->S0(2)->DUN(2),2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S0,DUN,No duplicate lost,NA,4,OG0000658_248-57;OG0001299_159-146;OG0001317_157-166;OG0004472_64-228,DUN_0001620;DUN_0004140;DUN_0011046;DUN_0007417,DUN_0003162;DUN_0011673;DUN_0007298;DUN_0010268,S0(2)->DUN(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S28,GIN,Lost after S28,S28,2,OG0000665_247-78;OG0004491_64-234,NA,GIN_0011893;GIN_0002817,S28(2)->S27(1)->S26(1)->S25(1)->GIN(1),1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S28,GIN,Lost after S27,S27,1,OG0001267_162-102,NA,GIN_0000003,S28(2)->S27(2)->S26(1)->S25(1)->GIN(1),1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S27,GIN,Lost after S26,S26,1,OG0000652_249-50,NA,GIN_0017611,S27(2)->S26(2)->S25(1)->GIN(1),1,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S27,GIN,No duplicate lost,NA,10,OG0000652_249-49;OG0000667_246-84;OG0001259_162-90;OG0001267_162-101;OG0001289_160-124;OG0001289_160-125;OG0002437_101-178;OG0002498_99-203;OG0002522_99-214;OG0002523_99-216,GIN_0017611;GIN_0000515;GIN_0022128;GIN_0000003;GIN_0021802;GIN_0022714;GIN_0012549;GIN_0007320;GIN_0000511;GIN_0020559,GIN_0022163;GIN_0010416;GIN_0017807;GIN_0000236;GIN_0009848;GIN_0020448;GIN_0023528;GIN_0018147;GIN_0009666,S27(2)->S26(2)->S25(2)->GIN(2),2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S26,GIN,Lost after S25,S25,1,OG0001266_162-96,NA,GIN_0000144,S26(2)->S25(2)->GIN(1),1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S26,GIN,No duplicate lost,NA,2,OG0001266_162-97;OG0002471_100-196,GIN_0016507;GIN_0012406,GIN_0000144;GIN_0012028,S26(2)->S25(2)->GIN(2),2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S25,GIN,Lost after S25,S25,8,OG0000633_253-24;OG0000658_248-66;OG0001297_159-145;OG0001319_157-175;OG0002440_101-179;OG0002508_99-206;OG0002522_99-213;OG0004494_64-237,GIN_0010313;GIN_0016752;GIN_0000647;GIN_0014791;GIN_0009688,GIN_0011066;GIN_0021789;GIN_0000511,S25(2)->GIN(1),1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S25,GIN,No duplicate lost,NA,10,OG0000631_253-19;OG0000657_248-54;OG0000657_248-55;OG0000657_248-56;OG0001270_161-104;OG0001277_161-115;OG0001280_161-119;OG0001318_157-172;OG0002462_100-186;OG0002506_99-204,GIN_0025283;GIN_0027222;GIN_0001491;GIN_0001488;GIN_0002690;GIN_0025198;GIN_0026896;GIN_0010050;GIN_0027048;GIN_0011873,GIN_0016554;GIN_0009288;GIN_0027222;GIN_0019279;GIN_0013963;GIN_0017499;GIN_0002499;GIN_0024165;GIN_0010639,S25(2)->GIN(2),2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
